document,topic
earn4367,30
earn4367,31
earn4367,34
earn4367,35
earn4367,48
acq4368,1
acq4368,11
acq4368,16
acq4368,30
acq4368,38
acq4368,43
cocoa4369,13
cocoa4369,18
cocoa4369,24
cocoa4369,28
cocoa4369,33
cocoa4369,40
cocoa4369,44
cocoa4369,51
earn4370,3
earn4370,9
earn4370,25
earn4370,34
earn4370,35
earn4370,46
earn4371,9
earn4371,34
trade4372,0
trade4372,4
trade4372,11
trade4372,14
trade4372,16
trade4372,24
trade4372,27
trade4372,28
trade4372,29
trade4372,39
trade4372,44
trade4372,45
trade4372,48
trade4372,51
money-fx4373,2
money-fx4373,13
money-fx4373,37
earn4374,34
earn4374,44
earn4375,1
earn4375,6
earn4375,14
earn4375,31
earn4375,34
acq4376,1
acq4376,21
acq4376,38
acq4376,51
interest4377,0
interest4377,2
interest4377,13
interest4377,14
interest4377,24
interest4377,26
interest4377,29
interest4377,30
interest4377,44
interest4377,46
interest4377,50
earn4378,5
earn4378,9
earn4378,35
earn4378,41
earn4379,13
earn4379,34
earn4379,37
acq4380,28
acq4380,38
acq4380,39
acq4380,46
earn4381,10
earn4381,34
acq4382,3
acq4382,10
acq4382,15
acq4382,23
acq4382,35
acq4382,38
acq4382,49
acq4382,50
earn4383,2
earn4383,31
earn4383,32
earn4383,33
earn4383,34
earn4383,35
earn4383,41
earn4383,44
earn4383,48
earn4384,34
acq4385,24
acq4385,38
acq4385,51
interest4386,48
iron-steel4387,1
iron-steel4387,8
iron-steel4387,21
iron-steel4387,25
iron-steel4387,26
iron-steel4387,27
iron-steel4387,30
iron-steel4387,31
iron-steel4387,32
iron-steel4387,38
iron-steel4387,46
iron-steel4387,47
trade4388,6
trade4388,11
trade4388,14
trade4388,24
trade4388,39
trade4388,44
trade4388,45
acq4389,1
acq4389,2
acq4389,7
acq4389,10
acq4389,23
acq4389,24
acq4389,38
acq4389,43
acq4389,47
acq4389,49
acq4389,50
acq4389,51
acq4390,16
acq4390,22
acq4390,24
acq4390,28
acq4390,29
acq4390,45
acq4391,3
acq4391,15
acq4391,29
acq4391,34
acq4391,44
earn4392,34
earn4393,2
earn4393,4
earn4393,5
earn4393,7
earn4393,9
earn4393,14
earn4393,28
earn4393,29
crude4394,1
crude4394,5
crude4394,26
crude4394,27
crude4394,30
crude4394,33
crude4394,37
crude4394,43
crude4394,48
pet-chem4395,9
pet-chem4395,10
pet-chem4395,11
pet-chem4395,13
pet-chem4395,31
pet-chem4395,32
pet-chem4395,33
pet-chem4395,34
pet-chem4395,35
pet-chem4395,38
pet-chem4395,43
pet-chem4395,44
acq4396,9
acq4396,15
acq4396,19
acq4396,26
acq4396,33
acq4396,38
acq4396,40
acq4396,41
acq4396,46
earn4397,17
earn4397,34
earn4397,47
earn4397,48
earn4398,5
earn4398,9
earn4398,15
earn4398,24
earn4398,46
acq4399,15
acq4399,18
earn4400,4
earn4400,5
earn4400,10
earn4400,24
earn4400,33
acq4401,5
acq4401,14
acq4401,29
acq4401,38
acq4401,46
acq4402,0
acq4402,4
acq4402,6
acq4402,9
acq4402,13
acq4402,14
acq4402,15
acq4402,17
acq4402,23
acq4402,29
acq4402,45
acq4402,49
acq4402,50
acq4402,51
earn4403,0
earn4403,1
earn4403,22
earn4403,24
earn4403,26
earn4403,28
earn4403,35
earn4403,40
earn4403,43
earn4403,44
earn4403,45
earn4403,50
earn4404,34
trade4405,6
trade4405,14
trade4405,21
trade4405,24
trade4405,26
trade4405,29
trade4405,39
trade4405,41
trade4405,44
trade4405,45
trade4405,46
earn4406,3
earn4406,9
earn4406,10
earn4406,15
earn4406,25
earn4406,29
earn4406,46
earn4406,49
earn4407,5
acq4408,0
acq4408,9
acq4408,19
acq4408,25
acq4408,31
acq4408,38
acq4408,46
acq4409,0
acq4409,9
acq4409,10
acq4409,28
acq4409,35
acq4409,40
acq4409,50
crude4410,1
crude4410,4
crude4410,11
crude4410,14
crude4410,19
crude4410,21
crude4410,23
crude4410,24
crude4410,25
crude4410,26
crude4410,27
crude4410,29
crude4410,37
crude4410,38
crude4410,39
crude4410,41
crude4410,43
crude4410,45
crude4410,50
crude4410,51
earn4411,34
earn4411,38
acq4412,2
acq4412,13
acq4412,21
acq4412,51
acq4413,15
acq4413,29
acq4413,51
sugar4414,2
sugar4414,11
sugar4414,12
sugar4414,13
sugar4414,18
sugar4414,19
sugar4414,20
sugar4414,24
sugar4414,41
sugar4414,45
earn4415,0
earn4415,1
earn4415,6
earn4415,8
earn4415,28
earn4415,29
earn4415,35
earn4415,38
earn4415,41
earn4415,45
earn4415,46
earn4415,47
earn4416,8
earn4416,14
earn4416,46
earn4417,5
earn4417,28
acq4418,0
acq4418,1
acq4418,5
acq4418,13
acq4418,15
acq4418,21
acq4418,29
acq4418,38
acq4418,42
acq4418,45
acq4418,47
acq4418,48
acq4418,51
trade4419,10
trade4419,14
trade4419,16
trade4419,18
trade4419,19
trade4419,24
trade4419,25
trade4419,29
trade4419,39
trade4419,45
trade4419,46
acq4420,1
acq4420,3
acq4420,11
acq4420,14
acq4420,23
acq4420,29
acq4420,38
acq4420,39
acq4420,42
acq4420,50
acq4421,1
acq4421,2
acq4421,9
acq4421,10
acq4421,15
acq4421,23
acq4421,27
acq4421,29
acq4421,39
acq4422,1
acq4422,5
acq4422,9
acq4422,11
acq4422,15
acq4422,24
acq4422,33
acq4422,40
acq4422,43
acq4423,0
acq4423,8
acq4423,25
acq4423,28
acq4423,36
acq4423,37
acq4423,38
acq4423,39
acq4423,51
earn4424,31
earn4424,34
earn4425,34
acq4426,3
acq4426,6
acq4426,7
acq4426,9
acq4426,34
acq4426,35
acq4426,37
acq4426,38
acq4426,41
nat-gas4427,7
nat-gas4427,10
nat-gas4427,11
nat-gas4427,15
nat-gas4427,23
nat-gas4427,27
nat-gas4427,31
nat-gas4427,41
nat-gas4427,45
earn4428,21
earn4428,29
earn4428,34
acq4429,7
acq4429,8
acq4429,11
acq4429,19
acq4429,23
acq4429,37
acq4429,38
acq4429,43
acq4429,44
acq4429,47
earn4430,14
earn4430,34
gold4431,2
gold4431,3
gold4431,11
gold4431,14
gold4431,16
gold4431,25
gold4431,32
gold4431,33
gold4431,38
gold4431,41
gold4431,43
money-supply4432,3
money-supply4432,7
money-supply4432,50
acq4433,5
acq4433,6
acq4433,10
acq4433,24
acq4433,27
acq4433,38
acq4433,42
acq4434,0
acq4434,1
acq4434,4
acq4434,6
acq4434,8
acq4434,13
acq4434,15
acq4434,20
acq4434,22
acq4434,24
acq4434,26
acq4434,39
acq4434,42
acq4434,47
acq4434,49
acq4434,50
earn4435,8
earn4435,34
earn4435,47
earn4436,33
earn4436,34
earn4437,24
earn4437,33
earn4437,34
earn4437,50
earn4438,5
earn4438,9
earn4438,40
earn4439,5
earn4439,11
earn4439,21
earn4439,39
sugar4440,17
sugar4440,20
sugar4440,22
sugar4440,26
sugar4440,40
sugar4440,41
sugar4440,45
earn4441,3
earn4441,4
earn4441,5
earn4441,14
earn4441,22
earn4441,25
earn4441,33
earn4441,34
earn4441,37
earn4441,51
money-fx4442,2
money-fx4443,16
reserves4444,1
reserves4444,9
reserves4444,26
reserves4444,48
reserves4444,50
money-fx4445,2
money-fx4445,7
money-fx4445,13
money-fx4445,14
money-fx4445,16
money-fx4445,24
money-fx4445,45
money-fx4445,50
trade4446,7
trade4446,45
trade4446,48
trade4446,50
interest4447,2
interest4447,4
interest4447,29
interest4447,45
earn4448,0
earn4448,2
earn4448,9
earn4448,14
earn4448,15
earn4448,17
earn4448,22
earn4448,23
earn4448,29
earn4448,33
earn4448,35
earn4448,38
earn4448,42
earn4448,49
earn4448,50
earn4449,2
earn4449,11
earn4449,24
earn4449,25
earn4449,28
earn4449,29
earn4449,35
earn4449,43
earn4449,45
earn4449,50
iron-steel4450,14
iron-steel4450,22
iron-steel4450,32
iron-steel4450,35
iron-steel4450,42
iron-steel4450,44
iron-steel4450,45
iron-steel4450,47
iron-steel4450,48
acq4451,1
acq4451,11
acq4451,16
acq4451,21
acq4451,22
acq4451,29
acq4451,38
acq4451,41
acq4451,42
acq4451,44
acq4451,45
acq4451,46
acq4451,49
acq4452,4
acq4452,5
acq4452,11
acq4452,18
acq4452,19
acq4452,32
acq4452,43
crude4453,2
crude4453,3
crude4453,14
crude4453,15
crude4453,16
crude4453,23
crude4453,24
crude4453,29
crude4453,33
crude4453,35
crude4453,37
crude4453,38
crude4453,40
crude4453,46
crude4453,50
acq4454,14
acq4454,20
acq4454,24
acq4454,25
acq4454,26
acq4454,30
acq4454,32
acq4454,37
acq4454,38
acq4454,40
acq4454,46
acq4454,51
earn4455,5
earn4455,9
earn4455,10
earn4455,22
earn4455,24
earn4455,26
earn4455,29
earn4455,31
earn4455,33
earn4455,34
earn4455,48
earn4455,49
earn4455,50
earn4456,34
earn4456,46
earn4456,48
earn4457,15
earn4457,28
earn4457,30
earn4457,34
earn4457,35
earn4457,46
earn4457,48
earn4457,50
earn4457,51
earn4458,2
earn4458,9
earn4458,10
earn4458,14
earn4458,24
earn4458,26
earn4458,29
earn4458,33
earn4458,35
earn4458,48
earn4458,49
earn4458,50
sugar4459,9
sugar4459,14
sugar4459,18
sugar4459,20
sugar4459,22
sugar4459,24
sugar4459,25
sugar4459,26
sugar4459,28
sugar4459,29
sugar4459,37
sugar4459,44
sugar4459,45
sugar4459,46
sugar4459,49
cpi4460,7
cpi4460,29
cpi4460,30
trade4461,6
trade4461,7
trade4461,13
trade4461,30
trade4461,39
trade4461,45
trade4461,48
acq4462,6
acq4462,8
acq4462,10
acq4462,13
acq4462,24
acq4462,42
acq4462,49
acq4462,51
earn4463,0
earn4463,1
earn4463,14
earn4463,19
earn4463,22
earn4463,23
earn4463,25
earn4463,28
earn4463,29
earn4463,30
earn4463,35
earn4463,38
earn4463,40
earn4463,41
earn4463,45
earn4463,48
earn4463,51
earn4464,33
earn4464,34
earn4464,48
earn4464,51
money-supply4465,7
money-supply4465,14
money-supply4465,39
money-supply4465,49
money-supply4465,50
earn4466,5
earn4466,20
earn4466,22
earn4466,28
earn4466,32
earn4466,35
earn4466,36
earn4466,37
earn4466,45
earn4466,48
earn4467,2
earn4467,6
earn4467,12
earn4467,14
earn4467,15
earn4467,21
earn4467,22
earn4467,24
earn4467,29
earn4467,30
earn4467,35
earn4467,38
earn4467,42
earn4467,46
earn4467,48
earn4467,51
trade4468,2
trade4468,13
trade4468,18
trade4468,22
trade4468,29
trade4468,39
trade4468,45
trade4468,46
trade4468,47
trade4468,48
trade4468,49
trade4468,50
earn4469,9
earn4469,31
earn4469,33
earn4469,34
earn4469,48
earn4469,51
earn4470,13
earn4470,14
earn4470,21
earn4470,26
earn4470,33
earn4470,34
earn4470,51
gold4471,2
gold4471,3
gold4471,5
gold4471,9
gold4471,10
gold4471,20
gold4471,22
gold4471,24
gold4471,25
gold4471,26
gold4471,28
gold4471,33
gold4471,34
gold4471,35
gold4471,50
gold4471,51
earn4472,0
earn4472,12
earn4472,14
earn4472,16
earn4472,22
earn4472,32
earn4472,35
earn4472,36
earn4472,42
earn4472,49
trade4473,2
trade4473,8
trade4473,15
trade4473,19
trade4473,22
trade4473,26
trade4473,27
trade4473,29
trade4473,35
trade4473,39
trade4473,45
trade4473,47
trade4473,48
gnp4474,7
gnp4474,13
gnp4474,14
gnp4474,22
gnp4474,28
gnp4474,30
gnp4474,35
gnp4474,41
gnp4474,45
gnp4474,46
meal-feed4475,0
meal-feed4475,2
meal-feed4475,3
meal-feed4475,7
meal-feed4475,14
meal-feed4475,19
meal-feed4475,20
meal-feed4475,42
meal-feed4475,44
earn4476,5
earn4476,7
earn4476,8
earn4476,9
earn4476,11
earn4476,15
earn4476,22
earn4476,24
earn4476,26
earn4476,28
earn4476,35
earn4476,48
rubber4477,0
rubber4477,2
rubber4477,7
rubber4477,9
rubber4477,22
rubber4477,24
rubber4477,26
rubber4477,44
rubber4477,51
pet-chem4478,0
pet-chem4478,5
pet-chem4478,22
pet-chem4478,25
pet-chem4478,29
pet-chem4478,32
pet-chem4478,36
pet-chem4478,37
pet-chem4478,38
pet-chem4478,41
pet-chem4478,43
pet-chem4478,48
iron-steel4479,2
iron-steel4479,8
iron-steel4479,10
iron-steel4479,13
iron-steel4479,14
iron-steel4479,19
iron-steel4479,22
iron-steel4479,23
iron-steel4479,24
iron-steel4479,32
iron-steel4479,35
iron-steel4479,37
iron-steel4479,39
iron-steel4479,43
iron-steel4479,45
iron-steel4479,47
iron-steel4479,49
iron-steel4479,51
earn4480,3
earn4480,10
earn4480,17
earn4480,19
earn4480,22
earn4480,23
earn4480,24
earn4480,26
earn4480,28
earn4480,35
earn4480,37
earn4480,38
earn4480,42
earn4480,43
earn4480,50
earn4480,51
sugar4481,0
sugar4481,7
sugar4481,10
sugar4481,15
sugar4481,16
sugar4481,20
sugar4481,24
sugar4481,32
sugar4481,36
crude4482,1
crude4482,6
crude4482,11
crude4482,13
crude4482,15
crude4482,19
crude4482,22
crude4482,23
crude4482,24
crude4482,25
crude4482,26
crude4482,36
crude4482,37
crude4482,38
crude4482,39
crude4482,44
crude4482,45
acq4483,1
acq4483,5
acq4483,7
acq4483,10
acq4483,13
acq4483,14
acq4483,15
acq4483,24
acq4483,29
acq4483,36
money-fx4484,12
money-fx4484,22
money-fx4484,24
money-fx4484,35
money-fx4484,40
money-fx4484,48
money-fx4485,12
money-fx4485,18
money-fx4485,29
money-fx4485,35
money-fx4485,40
money-fx4485,48
money-fx4486,2
money-fx4486,7
money-fx4486,13
money-fx4486,14
money-fx4486,16
money-fx4486,24
money-fx4486,45
money-fx4486,50
earn4487,21
earn4487,22
earn4487,24
earn4487,35
earn4487,37
earn4487,42
earn4487,46
earn4487,47
earn4487,48
earn4487,51
earn4488,0
earn4488,15
earn4488,34
earn4488,37
earn4488,41
earn4488,42
earn4488,51
acq4489,1
acq4489,9
acq4489,10
acq4489,15
acq4489,29
acq4489,39
acq4489,44
acq4489,46
acq4489,48
earn4490,34
earn4490,41
earn4491,6
earn4491,14
earn4491,20
earn4491,23
earn4491,35
earn4491,38
earn4491,46
earn4491,50
acq4492,10
acq4492,24
acq4492,28
acq4492,29
acq4492,38
acq4492,42
acq4492,45
earn4493,9
earn4493,31
earn4493,34
earn4493,41
earn4493,43
earn4494,26
earn4494,34
earn4494,43
earn4494,46
earn4495,10
earn4495,28
earn4495,31
earn4495,34
earn4495,40
acq4496,10
acq4496,15
acq4496,38
earn4497,5
earn4497,31
earn4497,40
earn4497,45
earn4498,6
earn4498,10
earn4498,19
earn4498,28
earn4498,35
earn4498,38
earn4498,40
earn4498,43
earn4498,45
acq4499,15
acq4499,51
acq4500,2
acq4500,15
acq4500,26
acq4500,29
acq4500,51
earn4501,7
earn4501,29
earn4501,33
earn4501,34
acq4502,0
acq4502,15
acq4502,29
acq4502,38
acq4502,47
crude4503,0
crude4503,2
crude4503,3
crude4503,12
crude4503,14
crude4503,22
crude4503,23
crude4503,24
crude4503,29
crude4503,33
crude4503,37
earn4504,5
earn4504,29
earn4504,45
acq4505,3
acq4505,9
acq4505,10
acq4505,38
acq4506,4
acq4506,13
acq4506,23
acq4506,25
acq4506,32
acq4506,36
acq4506,38
acq4506,44
acq4506,45
acq4506,46
earn4507,34
earn4507,37
earn4508,0
earn4508,3
earn4508,8
earn4508,31
earn4508,34
earn4508,45
acq4509,15
coffee4510,7
coffee4510,8
coffee4510,13
coffee4510,18
coffee4510,19
coffee4510,30
coffee4510,33
coffee4510,35
coffee4510,44
earn4511,5
earn4511,13
earn4511,16
earn4511,21
earn4511,31
earn4512,31
earn4512,34
earn4513,4
earn4513,5
earn4513,9
earn4513,11
earn4513,25
earn4513,33
earn4513,38
earn4514,21
earn4514,34
earn4515,5
earn4515,9
earn4515,21
earn4515,45
earn4515,46
earn4516,4
earn4516,5
earn4516,9
earn4516,31
earn4516,46
earn4517,31
earn4517,33
earn4517,34
earn4518,1
earn4518,34
acq4519,0
acq4519,1
acq4519,5
acq4519,7
acq4519,10
acq4519,13
acq4519,14
acq4519,15
acq4519,16
acq4519,27
acq4519,29
acq4519,47
acq4519,50
earn4520,28
earn4520,31
earn4520,34
crude4521,0
crude4521,1
crude4521,3
crude4521,6
crude4521,10
crude4521,13
crude4521,15
crude4521,16
crude4521,22
crude4521,28
crude4521,36
crude4521,37
crude4521,38
crude4521,39
crude4521,41
crude4521,45
crude4521,49
crude4521,51
earn4522,10
earn4522,11
earn4522,19
earn4522,21
earn4522,23
earn4522,24
earn4522,29
earn4522,31
earn4522,35
earn4522,43
earn4522,49
acq4523,9
acq4523,10
acq4523,11
acq4523,15
acq4523,22
acq4523,23
acq4523,24
acq4523,35
acq4523,38
acq4523,41
acq4523,43
acq4523,46
acq4523,50
acq4523,51
earn4524,5
earn4524,9
earn4524,38
earn4524,50
acq4525,12
acq4525,15
acq4525,38
earn4526,1
earn4526,34
acq4527,0
acq4527,4
acq4527,9
acq4527,38
livestock4528,5
livestock4528,12
livestock4528,14
livestock4528,15
livestock4528,18
livestock4528,51
crude4529,2
crude4529,7
crude4529,13
crude4529,24
crude4529,25
crude4529,35
crude4529,36
crude4529,37
crude4529,42
cpi4530,2
cpi4530,7
cpi4530,19
cpi4530,28
cpi4530,30
cpi4530,36
cpi4530,46
acq4531,0
acq4531,1
acq4531,11
acq4531,12
acq4531,17
acq4531,19
acq4531,28
acq4531,33
acq4531,38
acq4531,39
acq4531,40
acq4531,47
acq4531,50
money-fx4532,2
money-fx4532,12
money-fx4532,38
money-fx4532,48
earn4533,18
earn4533,34
earn4533,38
earn4533,46
earn4533,48
earn4533,50
acq4534,1
acq4534,8
acq4534,14
acq4534,16
acq4534,18
acq4534,21
acq4534,28
acq4534,30
acq4534,36
acq4534,51
sugar4535,16
sugar4535,20
sugar4535,36
sugar4536,10
sugar4536,13
sugar4536,16
sugar4536,18
sugar4536,20
sugar4536,22
sugar4536,24
sugar4536,32
sugar4536,36
sugar4536,42
earn4537,5
earn4537,11
earn4537,29
earn4537,47
trade4538,0
trade4538,6
trade4538,11
trade4538,45
earn4539,34
earn4539,43
earn4540,34
earn4541,5
earn4541,9
ship4542,0
ship4542,6
ship4542,7
ship4542,23
ship4542,26
ship4542,35
ship4542,39
ship4542,40
ship4542,43
ship4542,51
trade4543,11
trade4543,16
trade4543,22
trade4543,24
trade4543,26
trade4543,39
trade4543,45
earn4544,5
earn4544,34
acq4545,14
acq4545,17
acq4545,21
acq4545,23
acq4545,24
acq4545,25
acq4545,38
alum4546,4
alum4546,19
alum4546,22
alum4546,26
alum4546,27
alum4546,31
alum4546,41
alum4546,45
earn4547,3
earn4547,11
earn4547,13
earn4547,15
earn4547,19
earn4547,23
earn4547,26
earn4547,30
earn4547,35
earn4547,38
earn4547,42
earn4547,44
earn4548,15
earn4548,22
earn4548,23
earn4548,26
earn4548,30
earn4548,35
earn4548,41
earn4548,42
earn4548,43
earn4548,51
acq4549,2
acq4549,3
acq4549,4
acq4549,8
acq4549,9
acq4549,12
acq4549,26
acq4549,30
acq4549,38
acq4549,50
earn4550,3
earn4550,31
earn4550,34
earn4551,34
earn4551,49
earn4552,5
earn4552,17
earn4552,28
earn4552,49
earn4553,0
earn4553,1
earn4553,2
earn4553,12
earn4553,22
earn4553,35
earn4553,39
earn4553,46
earn4553,47
earn4553,49
acq4554,0
acq4554,2
acq4554,9
acq4554,23
acq4554,27
acq4554,29
acq4554,30
acq4554,38
acq4554,43
acq4554,45
acq4554,47
earn4555,17
earn4555,31
earn4555,34
earn4555,47
earn4555,49
acq4556,29
acq4556,38
platinum4557,0
platinum4557,2
platinum4557,3
platinum4557,13
platinum4557,15
platinum4557,22
platinum4557,35
platinum4557,38
platinum4557,39
platinum4557,42
platinum4557,43
earn4558,34
ship4559,0
ship4559,1
ship4559,12
ship4559,24
ship4559,25
ship4559,26
ship4559,30
ship4559,36
ship4559,38
ship4559,39
ship4559,40
ship4559,44
ship4559,45
sugar4560,10
sugar4560,13
sugar4560,15
sugar4560,20
sugar4560,32
sugar4560,36
sugar4560,39
sugar4560,42
earn4561,0
earn4561,4
earn4561,8
earn4561,13
earn4561,14
earn4561,23
earn4561,25
earn4561,26
earn4561,29
earn4561,32
earn4561,33
earn4561,35
earn4561,37
earn4561,42
earn4562,5
earn4562,6
earn4562,23
ship4563,6
ship4563,13
ship4563,30
ship4563,39
acq4564,4
acq4564,9
acq4564,15
acq4564,51
acq4565,3
acq4565,9
acq4565,10
acq4565,14
acq4565,15
acq4565,19
acq4565,25
earn4566,0
earn4566,7
earn4566,9
earn4566,31
earn4566,34
acq4567,10
acq4567,18
acq4567,25
acq4567,27
acq4567,38
acq4567,42
earn4568,6
earn4568,34
earn4569,5
earn4569,13
earn4569,21
earn4570,5
earn4570,9
earn4570,15
earn4570,21
earn4570,45
earn4571,5
earn4571,15
earn4571,34
earn4571,45
earn4571,48
earn4572,1
earn4572,7
earn4572,9
earn4572,15
earn4572,21
earn4572,28
earn4572,35
earn4572,43
sugar4573,4
sugar4573,5
sugar4573,11
sugar4573,15
sugar4573,20
sugar4573,38
sugar4573,39
sugar4573,42
sugar4573,44
sugar4573,45
sugar4573,49
earn4574,31
earn4574,34
earn4574,35
acq4575,2
acq4575,9
acq4575,16
acq4575,23
acq4575,24
acq4575,25
acq4575,28
acq4575,29
acq4575,37
acq4575,38
acq4576,9
acq4576,10
acq4576,11
acq4576,15
acq4576,22
acq4576,23
acq4576,24
acq4576,35
acq4576,38
acq4576,41
